REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY, WEBSITE ADDRESS, FAX/TELEPHONE NO.
03 - Central Luzon,Centro Escolar University-Malolos City,Private,Bulacan,Malolos City,http://www.ceu.edu.ph,(044) 791-6359; (044) 760-3203; (044) 791-5100; (02) 735-6861,
03 - Central Luzon,Colegio De San Pascual Baylon,Private,Bulacan,Obando,http://www.cspb.edu.ph,(02) 294-4608; (02) 292-4534 loc. 105,
03 - Central Luzon,College of the Immaculate Conception,Private,Nueva Ecija,Cabanatuan City,http://www.cic.edu.ph,(044) 463-8101; (044) 463-8102; (044) 463-9912; (044) 463-7481; (044) 463-1002; (044) 463-6069,
03 - Central Luzon,CORE Gateway College,Private,Nueva Ecija,San Jose City,,(044) 940-3154; (044) 511-1609,
03 - Central Luzon,Columban College-Olongapo City,Private,Zambales,Olongapo City,http://www.columban .edu.ph,(047) 222-7782; (047) 222-3329 local 102,
03 - Central Luzon,College for Research and Technology-Cabanatuan City,Private,Nueva Ecija,Cabanatuan City,http://www.facebook.com/crtcab1988/,(044) 463-2735; (044) 940-7766,
03 - Central Luzon,World Citi Colleges Guimba Campus,Private,Nueva Ecija,Guimba,http://www.world citi.edu.ph,(044) 958-1553,
03 - Central Luzon,Divina Pastora College,Private,Nueva Ecija,Gapan City,,(044) 486-0569; 0917-6880894,
03 - Central Luzon,Dominican College of Tarlac,Private,Tarlac,Capas,dct.edu.ph,(045) 925-0519,
03 - Central Luzon,Don Honorio Ventura Technological State University-Main,SUC Main,Pampanga,Bacolor,http://www.dhvtsu.edu.ph,(045) 901-0614; (045) 901-0643; (045) 900-0046; (045) 900-0691,
03 - Central Luzon,Don Honorio Ventura Technological State University-Mexico,SUC Satellite,Pampanga,Mexico,http://www.dhvtsu.edu.ph,(045) 901-0614; (045) 901-0643; (045) 900-0046; (045) 900-0691,
03 - Central Luzon,Don Honorio Ventura Technological State University-Porac,SUC Satellite,Pampanga,Porac,http://www.dhvtsu.edu.ph,(045) 901-0614; (045) 901-0643; (045) 900-0046; (045) 900-0691,
03 - Central Luzon,Don Honorio Ventura Technological State University-Sto.Thomas,SUC Satellite,Pampanga,Sto. Tomas,http://www.dhvtsu.edu.ph,(045) 901-0614; (045) 901-0643; (045) 900-0046; (045) 900-0691,
03 - Central Luzon,Dr. Gloria D. Lacson Foundation Colleges - Nueva Ecija,Private,Nueva Ecija,San Leonardo,http://glorialacsonfoundationcolleges.edu.ph,(044) 486-2918; (044) 485-2919,
03 - Central Luzon,Dr. Yanga's Colleges,Private,Bulacan,Bocaue,http://www.dyci.edu.ph,(044) 692-4066; (044) 692-5291,
03 - Central Luzon,General De Jesus College,Private,Nueva Ecija,San Isidro,http://www.gendejesus.edu.ph,(044) 940-6181; (044) 940-6303,
03 - Central Luzon,The Good Samaritan Colleges,Private,Nueva Ecija,Cabanatuan City,http://www.goodsam_edu.ph,(044) 464-3212 to 3215; (044) 463-0891,
03 - Central Luzon,Guagua National Colleges,Private,Pampanga,Guagua,http://www.gnc.edu.ph; pres@gnc.edu.ph; pres.gnc@yahoo.com; registrar@gnc.edu.ph,(045) 900-0341; (045) 900-2857; (045) 901-0565,
03 - Central Luzon,Holy Angel University,Private,Pampanga,Angeles City,http://www.hau.edu.ph,(045) 888-2514 (045) 888-1754; (045) 888-8691 local 1110,
03 - Central Luzon,Holy Cross College-Nueva Ecija,Private,Nueva Ecija,Santa Rosa,,(044) 311-2017; (044) 940-0237,
03 - Central Luzon,Holy Cross College-Pampanga,Private,Pampanga,Sta. Ana,http://www.holycrosscollege.edu.ph,(045) 409-9790; (045) 409-9593; (045) 409-1014,
03 - Central Luzon,Immaculate Conception Major Seminary,Private,Bulacan,Guiguinto,http://www.icmasbulacan.com,(044) 794-0121; (044) 690-0011,
03 - Central Luzon,Interworld College of Technology Foundation-Tarlac,Private,Tarlac,Tarlac City,,(045) 982-6551; (045) 982-7138; (045) 982-6252; (045) 982-1928,
03 - Central Luzon,Jesus Is Lord Colleges Foundation,Private,Bulacan,Bocaue,http://www.jilcf.edu.ph,(044) 769-1680; (044) 692-3205,
03 - Central Luzon,Jose C. Feliciano College Foundation,Private,Pampanga,Mabalacat City,josecfelicianocollege.com,(045) 624-5211; (045) 892-3893,
03 - Central Luzon,Lourdes College of Bulacan,Private,Bulacan,Angat,,(044) 671-0324,
03 - Central Luzon,Magsaysay Memorial College of Zambales,Private,Zambales,San Narciso,,(047) 602-2093,
03 - Central Luzon,Manuel V. Gallego Foundation Colleges,Private,Nueva Ecija,Cabanatuan City,mvgallego.edu.ph,(044) 958-9677; (044) 958-9676,
03 - Central Luzon,Maria Assumpta Seminary,Private,Nueva Ecija,Cabanatuan City,http://www.mariaassumptaseminary.com,(044) 463-0132,
03 - Central Luzon,Metro Subic Colleges,Private,Zambales,Olongapo City,http://www.metrosubiccolleges.com,(047) 222-1411,
03 - Central Luzon,Meycauayan College,Private,Bulacan,Meycauayan City,http://www.meyc-college.edu.ph,(044) 228-3424; (044) 228-2567,
03 - Central Luzon,Microcity College of Business and Technology,Private,Bataan,Balanga City,,(047) 237-3242,
03 - Central Luzon,MIDWAY COLLEGES Inc.,Private,Nueva Ecija,Cabanatuan City,http://midwaymaritime.com.ph,(044) 463-7020; (044) 463-5093; (044) 463-7021,
03 - Central Luzon,Mondriaan Aura College,Private,Zambales,Olongapo City,http://www.aura.edu.ph,(047) 252-3808; (047) 252-3801,
03 - Central Luzon,Mother of Good Counsel Seminary,Private,Pampanga,San Fernando City,http://www.mgcseminary.com,(045) 961-2253; (045) 963-5463; (045) 961-3159,
03 - Central Luzon,Mt.Carmel College of Bocaue Bulacan,Private,Bulacan,Bocaue,,(044) 692-1264; (044) 278-6240,
03 - Central Luzon,Nazarenus College and Hospital Foundation,Private,Bulacan,Meycauayan City,http://www.nazarenuscollege.com,(044) 711-4318; (044) 769 4122; (044) 711-5429; (044) 711 2115,
03 - Central Luzon,Nueva Ecija Doctors' Colleges,Private,Nueva Ecija,Cabanatuan City,http://www.fatima.edu.ph,(044) 940-2960; (044) 940-2191,
03 - Central Luzon,Carthel Science Educational Foundation,Private,Tarlac,San Manuel,,(075) 523-0131; 0915 746 2932; 0917 522 2254,
03 - Central Luzon,Osias Colleges,Private,Tarlac,Tarlac City,http://www.osiascolleges.edu.ph,(045) 628-6130; (045) 982-0245,
03 - Central Luzon,Our Lady of Peace College Seminary,Private,Tarlac,Tarlac City,,(045) 982-0824; (045) 982-1331,
03 - Central Luzon,Araullo University,Private,Nueva Ecija,Cabanatuan City,http://www.au.phinma.edu.ph,(044) 463-0952; (044) 464-3377; (044) 464-3388; (044) 464-3399 loc 225,
03 - Central Luzon,Pampanga State Agricultural University,SUC Main,Pampanga,Magalang,http://www.psau.edu.ph,(045) 866-0800; (045) 343-4950; (045) 343-4959,
03 - Central Luzon,Pampanga Colleges,Private,Pampanga,Macabebe,pampangacolleges.edu,(045) 435-0241; (045) 435-0533,
03 - Central Luzon,Philippine State College of Aeronautics-Pampanga Extension,SUC Satellite,Pampanga,Floridablanca,,(045) 970-0813,
03 - Central Luzon,Polytechnic University of the Philippines-Mariveles,SUC Satellite,Bataan,Mariveles,http://www.pup.edu.ph,(047) 561-36309,
03 - Central Luzon,President Ramon Magsaysay State University,SUC Main,Zambales,Iba,http://www.rmtu.ph,(047) 811-1683,
03 - Central Luzon,President Ramon Magsaysay State University-Botolan,SUC Satellite,Zambales,Botolan,http://www.rmtu.ph,(047) 811-1683,
03 - Central Luzon,President Ramon Magsaysay State University-Candelaria,SUC Satellite,Zambales,Candelaria,http://www.rmtu.ph,(047) 811-1683,
03 - Central Luzon,President Ramon Magsaysay State University-Castillejos,SUC Satellite,Zambales,Castillejos,http://www.rmtu.ph,(047) 811-1683,
03 - Central Luzon,President Ramon Magsaysay State University-Masinloc,SUC Satellite,Zambales,Masinloc,http://www.rmtu.ph,(047) 811-1683,
03 - Central Luzon,President Ramon Magsaysay State University-Sta. Cruz,SUC Satellite,Zambales,Sta. Cruz,http://www.rmtu.ph,(047) 811-1683,
03 - Central Luzon,La Consolacion University Philippines,Private,Bulacan,Malolos City,lcup.edu.ph,(044) 791-1177 (044) 791-1142,
03 - Central Luzon,Republic Central Colleges,Private,Pampanga,Angeles City,http://www.rcc.edu.ph,(045) 322-5863; (045) 322-5656; (045) 888-2853; (045) 322-6670,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Sebani Estate Agricultural College,SUC Satellite,Nueva Ecija,Gabaldon,neust.edu.ph,(044) 463-0226; (044) 464-3674,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Atate,SUC Satellite,Nueva Ecija,Palayan City,neust.edu.ph,(044) 463-0226; (044) 464-3674,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Fort Magsaysay,SUC Satellite,Nueva Ecija,Palayan City,neust.edu.ph,(044) 463-0226; (044) 464-3674,
03 - Central Luzon,Nueva Ecija University of Science and Technology-San Isidro Campus,SUC Satellite,Nueva Ecija,San Isidro,neust.edu.ph,(044) 463-0226; (044) 464-3674,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Sumacab Campus,SUC Satellite,Nueva Ecija,Cabanatuan City,neust.edu.ph,(044) 463-0226; (044) 464-3674,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Peñaranda,SUC Satellite,Nueva Ecija,Cabanatuan City,neust.edu.ph,(044) 463-0226; (044) 464-3674,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Talavera,SUC Satellite,Nueva Ecija,Talavera,neust.edu.ph,(044) 463-0226; (044) 464-3674,
03 - Central Luzon,Nueva Ecija University of Science and Technology-San Leonardo,SUC Satellite,Nueva Ecija,San Leonardo,neust.edu.ph,(044) 463-0226; (044) 464-3674,
03 - Central Luzon,Nueva Ecija University of Science and Technology-Carranglan,SUC Satellite,Nueva Ecija,Carranglan,neust.edu.ph,(044) 463-0226; (044) 464-3674,
03 - Central Luzon,Nueva Ecija University of Science and Technology-San Antonio Campus,SUC Satellite,Nueva Ecija,San Antonio,neust.edu.ph,(044) 463-0226; (044) 464-3674,
03 - Central Luzon,Saint Anthony College of Technology,Private,Pampanga,Mabalacat City,,(045) 331-7292,
03 - Central Luzon,Saint Mary's College of Meycauayan,Private,Bulacan,Meycauayan City,http://www.smcm.edu.ph,(044) 228-2596; (044) 769-6281; (044) 323-0422,
03 - Central Luzon,St. Paul University at San Miguel,Private,Bulacan,San Miguel,,(044) 764-0149; (044) 764-0656; (044) 764-0149 Loc 210,
03 - Central Luzon,San Jose Christian Colleges,Private,Nueva Ecija,San Jose City,,(044) 940-3114; (044) 940-3114; (044) 940-1843,
03 - Central Luzon,STI College-City of Tarlac,Private,Tarlac,Tarlac City,http://www.sti.edu,(045) 982-8933; (045) 982-4199,
03 - Central Luzon,Systems Plus College Foundation,Private,Pampanga,Angeles City,http://www.spcf.edu.ph,(045) 892-7525 loc 202; (045) 892-7849; (045) 322-7723 loc 202; (045) 322-7723 loc 100,
03 - Central Luzon,Tarlac Agricultural University,SUC Main,Tarlac,Camiling,,(02) 934-0216,
03 - Central Luzon,Tarlac State University,SUC Main,Tarlac,Tarlac City,http://www.tsu.edu.ph,(045) 982-0110; (045) 982-5574,
03 - Central Luzon,Tomas Del Rosario College,Private,Bataan,Balanga City,http://www.trc.edu.ph,(047) 237-0841; (047) 791-6152; (047) 237-3115,
03 - Central Luzon,University of the Assumption,Private,Pampanga,San Fernando City,http://www.ua.edu.ph,(045) 961-1648; (045) 961-0506,
03 - Central Luzon,Wesleyan University-Philippines (Cabanatuan),Private,Nueva Ecija,Cabanatuan City,http://www.wesleyan.edu.ph,(044) 463-2162; (044) 463-2074; (044) 463-0596,
03 - Central Luzon,President Ramon Magsaysay State University-San Marcelino,SUC Satellite,Zambales,San Marcelino,http://www.rmtu.ph,(047) 811-1683,
03 - Central Luzon,Bataan Peninsula State University-Orani,SUC Satellite,Bataan,Orani,,(047) 237-2350; (047) 638-1096,
03 - Central Luzon,Interworld Colleges Foundation - Paniqui,Private,Tarlac,Paniqui,http://www.icfpaniqui.edu.ph,(045) 931-1031; (045) 470-8645,
03 - Central Luzon,STI College-City of San Fernando,Private,Pampanga,San Fernando City,,(045) 963-5126; (045) 961-1423,
03 - Central Luzon,STI College-Angeles City,Private,Pampanga,Angeles City,http://www.sti.edu,(045) 625-7667; (045) 323-4314,
03 - Central Luzon,STI College-Meycauayan,Private,Bulacan,Meycauayan City,http://www.sti.edu,(044) 769-6445,
03 - Central Luzon,STI College-Malolos,Private,Bulacan,Malolos City,http://www.sti.edu.ph,(044) 791-3451,
03 - Central Luzon,United School of Science and Technology Colleges,Private,Tarlac,Tarlac City,,(045) 982-1822; (045) 982-1068,
03 - Central Luzon,Concepcion Holy Cross College,Private,Tarlac,Concepcion,,(045) 923-0406,
03 - Central Luzon,Northern Zambales College,Private,Zambales,Masinloc,,(047) 821-1575,
03 - Central Luzon,Columban College-Sta. Cruz Zambales,Private,Zambales,Sta. Cruz,http://www.columban.edu.ph,(047) 222-1581; (047) 222-7782,
03 - Central Luzon,College of Saint Lawrence,Private,Bulacan,Balagtas,csl,(044) 693-3471,
03 - Central Luzon,Sact Mutien College,Private,Pampanga,Mabalacat City,smmc@comclark.com,(045) 331-4856; (045) 331-7292; (045) 331-4856,
03 - Central Luzon,Fernandez College of Arts and Technology,Private,Bulacan,Baliuag,http://www.fcat.ph,(044) 798-0159; (044) 764-9173; (044)766-7677,
03 - Central Luzon,Micro Asia College of Science and Technology,Private,Zambales,Iba,,(047) 811-1365; (047) 811-2463,
03 - Central Luzon,Sienna College of San Jose,Private,Bulacan,San Jose Del Monte City,,(044) 815-0488; (044) 896-3958; (044) 815-0234; (044) 815-0288,
03 - Central Luzon,Bataan Peninsula State University,SUC Main,Bataan,Balanga City,http://www.bpsu.edu.ph,(047) 237-2350; (047) 237-5830,
03 - Central Luzon,AMA Computer College-Cabanatuan City,Private,Nueva Ecija,Cabanatuan City,http://www.amaes.edu.ph,(044) 463-9420; 463-9970; (044) 600-3830; (044) 463-9420,
03 - Central Luzon,Comteq Computer and Business College,Private,Zambales,Olongapo City,http://www.comteq-edu-ph,(047) 252-3335,
03 - Central Luzon,Gordon College,LUC,Zambales,Olongapo City,,(047) 224-2089; (047) 224-6929,
03 - Central Luzon,Eastwoods Professional College of Science and Technology,Private,Bataan,Balanga City,http://www.eastwoods.edu.ph,(047) 791-2791; (047) 237-4334,
03 - Central Luzon,AMA Computer College-Malolos,Private,Bulacan,Malolos City,http://www.amaes.edu.ph/amaes,(044) 791-7675,
03 - Central Luzon,AMA Computer College-San Fernando Pampanga,Private,Pampanga,San Fernando City,http://www.amaes.edu.ph,(045) 961-1784,
03 - Central Luzon,Limay Polytechnic College,LUC,Bataan,Limay,,(047) 244-6939; (047) 244-7872,
03 - Central Luzon,Maritime Academy of Asia and the Pacific,Private,Bataan,Mariveles,http://www.maap.edu.ph,(047) 237-3355; (02) 741-1006; (02) 784-9100 local no. 4001,
03 - Central Luzon,AMA Computer College-Tarlac City,Private,Tarlac,Tarlac City,http://www.amaes.edu.ph,(045) 982-9504; (045) 982-9508; (045) 982-3455,
03 - Central Luzon,Fundamental Baptist College For Asians,Private,Tarlac,Tarlac City,,(045) 491-1674; (045) 982-3428; (045) 982-7251,
03 - Central Luzon,St. Paul Colleges Foundation-Paniqui Tarlac,Private,Tarlac,Paniqui,http://www.stpaulcolleges.net,(045) 931-1033,
03 - Central Luzon,ABE International College of Business and Economics-Cabanatuan,Private,Nueva Ecija,Cabanatuan City,abecabanatuan@gmail.com,(044) 464-1305; (044) 600-1164,
03 - Central Luzon,AMA Computer College-Angeles City,Private,Pampanga,Angeles City,http://www.amaes.edu.ph,(045)- 322-0372,
03 - Central Luzon,Asia Pacific College of Advanced Studies,Private,Bataan,Balanga City,http://www.apcas.edu.ph,(047) 237-6713; (047) 237-4347,
03 - Central Luzon,College of Mary Immaculate of Pandi Bulacan,Private,Bulacan,Pandi,,(044) 769-2021; 0920-9544862,
03 - Central Luzon,Saint Mary's College of Baliuag,Private,Bulacan,Baliuag,http://www.smcbaliuag.edu.ph,(044) 766-2265,
03 - Central Luzon,Saint Augustine Colleges Foundation,Private,Tarlac,Paniqui,http://www.clhs-edu.com,(045) 931-0107; (045) 931-0537; (045) 931-1590; (045) 931-0327,
03 - Central Luzon,Saint Rose College Educational Foundation,Private,Tarlac,Paniqui,,0921-9998599,
03 - Central Luzon,ABE International College of Business and Accountancy,Private,Bulacan,Malolos City,http://www.abecollege.com,(044) 796-1701,
03 - Central Luzon,AMA Computer College-Olongapo City,Private,Zambales,Olongapo City,http://www.ama-university.com,(047) 224-1566; (047) 224-1560,
03 - Central Luzon,La Concepcion College,Private,Bulacan,San Jose Del Monte City,http://laconcepcioncollege.com/,(044) 769-0686,
03 - Central Luzon,Colegio De San Gabriel Arcangel,Private,Bulacan,San Jose Del Monte City,http://www.cdsga.edu.ph,(044) 760-0301; (044) 760-0397,
03 - Central Luzon,Mary the Queen College-Pampanga,Private,Pampanga,Guagua,http://www.mqc.edu.ph,(045) 901-0625; (045) 961-7019 to 20,
03 - Central Luzon,Mount Carmel College of Casiguran,Private,Aurora,Casiguran,,,
03 - Central Luzon,STI College-Sta. Maria,Private,Bulacan,Santa Maria,http://www.sti.edu.ph,(044) 641-2989,
03 - Central Luzon,STI College-Balagtas,Private,Bulacan,Balagtas,http://www.sti.edu/campuses.asp?campus_id=22,(044) 693-4246,
03 - Central Luzon,Lyceum of Subic Bay,Private,Zambales,Olongapo City,http://www.lyceumsubicbay.com.ph,(047) 252-5940; (047) 252-8691; (047) 252-3157,
03 - Central Luzon,Kolehiyo ng Subic,LUC,Zambales,Olongapo City,,(047) 232-4896 to 97; (047) 232-2180; (047) 232-4125,
03 - Central Luzon,First City Providential College,Private,Bulacan,San Jose Del Monte City,http://www.firstcity.ph,(044) 815-7137; (044) 815-6814,
03 - Central Luzon,College of the Most Holy Trinity,Private,Bataan,Hermosa,,0907-2968562,
03 - Central Luzon,Academia de San Lorenzo Dema Ala,Private,Bulacan,San Jose Del Monte City,academiadesanlorenzodema-ala.com,0917-5591038; 0917-8932985,
03 - Central Luzon,Eduardo L. Joson Memorial College,LUC,Nueva Ecija,Palayan City,,(044) 806-5892; (044) 940-5058; 0977-8541244,
03 - Central Luzon,The Manila Times College of Subic,Private,Zambales,Olongapo City,http://www.tmtc.edu.ph,(047) 252-1804; (047) 252-1805; (047) 252-8395 loc. 1045,
03 - Central Luzon,St. Joseph College-Olongapo,Private,Zambales,Olongapo City,http://www.st.josephcollegeolongapo.com,(047) 224-9413; (047) 222-4719; (047) 223-5486,
03 - Central Luzon,Saint Mary's Angels College of Pampanga,Private,Pampanga,Sta. Ana,,(045) 436-0499,
03 - Central Luzon,St. Nicolas College of Business and Technology,Private,Pampanga,San Fernando City,,(045) 861-3181,
03 - Central Luzon,Dr. Gloria D. Lacson Foundation Colleges-Cabanatuan City,Private,Nueva Ecija,Cabanatuan City,NA,(044) 463-6769; (044) 464-3283; (044) 486-5674,
03 - Central Luzon,College of Our Lady of Mt. Carmel (Pampanga),Private,Pampanga,San Fernando City,http://www.colmc.edu.ph,(045) 455-2082; 0932-8551633,
03 - Central Luzon,Central Luzon College of Science and Technology-City of San Fernando (Pampanga),Private,Pampanga,San Fernando City,http://www.clcst.edu.ph,(045) 435-1495; (045) 961-5473,
03 - Central Luzon,Colegio de San Juan de Letran-Abucay,Private,Bataan,Abucay,http://www.letranbataan.edu.ph/,(047) 237-9431,
03 - Central Luzon,College of Subic Montessori-Subic Bay,Private,Zambales,Olongapo City,,(047) 252-3555; (047) 252-3556; 0921-6193855,
03 - Central Luzon,STI College-Baliuag,Private,Bulacan,Baliuag,http://www.sti.edu,(044) 766-6722 local 101; (044) 766-6722 local 101,
03 - Central Luzon,ACLC College of Meycauayan,Private,Bulacan,Meycauayan City,,(044) 769-6140,
03 - Central Luzon,Colegio De Calumpit,Private,Bulacan,Calumpit,cci.edu.ph,(044) 913-0061; (044) 202-4759; (044) 202-4759,
03 - Central Luzon,Gerona Junior College,Private,Tarlac,Gerona,,(045) 470-9290,
03 - Central Luzon,Holy Rosary Colleges Foundation,Private,Nueva Ecija,San Isidro,,(044) 958-9970; (044) 958-9971; (044) 958-9970,
